misconception_type,convo_turn,done,previous_action_id,listen_to_feedback,problem_progress,progress_delta,correct_solution,next_action_hint_strength,next_action_id
3,4,0,75,1,100,100,1,1,66
3,5,1,66,0,25,-75,0,1,76
1,1,0,0,0,0,0,0,1,1
1,2,0,1,1,50,50,0,2,2
1,3,0,2,1,10,-40,0,1,1
1,4,0,1,1,75,65,0,2,2
1,5,0,2,1,75,0,0,2,2
1,6,0,2,1,75,0,0,2,2
1,7,1,2,1,100,25,1,0,65
4,1,0,0,0,0,0,0,1,1
4,2,0,1,1,75,75,0,2,37
4,3,0,37,0,25,-50,0,3,13
4,4,0,13,0,25,0,0,2,27
4,5,0,27,0,25,0,0,2,37
4,6,0,37,1,50,25,0,2,2
4,7,0,2,1,50,0,0,1,1
4,8,0,1,1,75,25,0,2,2
4,9,1,2,1,100,25,1,0,65
5,1,0,0,0,0,0,0,1,1
5,2,0,1,1,25,25,0,2,2
5,3,0,2,1,50,25,0,2,2
5,4,0,2,0,75,25,0,2,72
5,5,1,72,1,100,25,1,1,6
1,1,0,0,0,0,0,0,0,60
1,2,0,60,0,60,60,0,3,3
1,3,0,3,1,50,-10,0,2,47
1,4,0,47,1,50,0,0,3,58
2,5,0,58,0,0,-50,0,0,60
2,6,0,60,0,50,50,0,2,2
2,7,0,2,1,50,0,0,2,7
1,8,0,7,0,0,-50,0,1,1
1,9,0,1,1,100,100,1,0,65
2,10,0,65,0,0,-100,0,1,21
2,11,0,21,1,75,75,1,1,71
3,12,0,71,0,0,-75,0,1,21
3,13,0,21,1,75,75,0,2,2
3,14,0,2,1,75,0,0,3,8
3,15,0,8,1,75,0,0,2,27
3,16,0,27,1,50,-25,0,2,2
3,17,0,2,1,75,25,0,3,8
3,18,0,8,1,75,0,0,3,58
3,19,0,58,0,50,-25,0,2,27
3,20,1,27,1,100,50,1,1,66
5,1,0,0,0,0,0,0,1,1
5,2,0,1,0,50,50,0,3,28
5,3,0,28,1,25,-25,0,2,12
5,4,1,12,1,75,50,0,2,72
1,1,0,0,0,0,0,0,0,60
1,2,0,60,0,50,50,0,3,3
1,3,0,3,0,25,-25,0,3,58
1,4,0,58,0,50,25,0,3,58
1,5,1,58,1,100,50,1,0,65
3,1,0,0,0,0,0,0,0,60
3,2,0,60,0,75,75,0,2,27
3,3,0,27,0,30,-45,0,3,3
3,4,0,3,0,75,45,0,3,13
3,5,0,13,1,75,0,0,2,72
4,6,0,72,0,0,-75,0,0,60
4,7,0,60,0,75,75,0,2,2
4,8,0,2,1,25,-50,0,1,1
4,9,0,1,1,100,75,1,1,1
4,10,0,1,1,100,0,1,1,66
1,11,0,66,0,0,-100,0,0,60
1,12,0,60,0,50,50,0,2,2
1,13,0,2,0,25,-25,0,3,18
1,14,0,18,0,40,15,0,3,18
1,15,1,18,1,100,60,1,0,65
4,1,0,0,0,0,0,0,1,1
4,2,0,1,0,25,25,0,3,3
4,3,0,3,0,25,0,0,3,58
4,4,1,58,1,100,75,1,0,65
5,1,0,0,0,0,0,0,0,60
5,2,0,60,0,50,50,0,2,77
5,3,0,77,1,75,25,0,3,58
5,4,0,58,1,75,0,0,2,2
5,5,0,2,1,75,0,0,2,72
1,6,0,72,0,0,-75,0,0,60
1,7,0,60,0,50,50,0,2,77
1,8,0,77,1,50,0,0,2,77
1,9,0,77,0,50,0,0,2,27
1,10,0,27,0,40,-10,0,2,27
1,11,0,27,1,75,35,0,2,2
1,12,0,2,0,50,-25,0,3,8
1,13,0,8,1,50,0,0,2,2
1,14,0,2,1,100,50,1,0,65
2,15,0,65,0,0,-100,0,0,60
2,16,0,60,0,75,75,0,2,77
2,17,0,77,0,75,0,0,2,27
2,18,0,27,1,75,0,0,3,28
2,19,0,28,1,50,-25,0,2,2
2,20,0,2,0,75,25,0,3,3
2,21,1,3,1,100,25,1,0,65
4,1,0,0,0,0,0,0,0,60
4,2,0,60,0,50,50,0,2,12
4,3,1,12,1,100,50,1,1,66
5,1,0,0,0,0,0,0,0,60
5,2,0,60,0,40,40,0,2,2
5,3,0,2,0,50,10,0,3,3
5,4,1,3,1,100,50,1,1,66
1,1,0,0,0,0,0,0,0,60
1,2,0,60,0,75,75,0,2,27
1,3,0,27,1,40,-35,0,2,2
1,4,0,2,1,75,35,0,2,2
1,5,0,2,1,50,-25,0,3,58
1,6,0,58,0,0,-50,0,0,60
1,7,0,60,0,50,50,0,2,27
1,8,0,27,0,40,-10,0,3,13
1,9,0,13,0,50,10,0,3,58
1,10,0,58,1,100,50,1,0,65
2,11,0,65,0,0,-100,0,1,21
2,12,0,21,0,25,25,0,2,12
2,13,0,12,1,30,5,0,1,21
2,14,0,21,1,50,20,0,2,37
2,15,0,37,0,50,0,0,3,3
2,16,0,3,0,50,0,0,3,58
2,17,0,58,1,100,50,1,1,66
3,18,0,66,0,0,-100,0,0,60
3,19,0,60,0,50,50,0,2,27
3,20,0,27,1,75,25,0,2,2
3,21,0,2,0,40,-35,0,2,27
3,22,0,27,0,50,10,0,3,58
3,23,0,58,1,100,50,1,0,65
3,24,0,65,0,50,-50,0,2,77
4,25,0,77,0,0,-50,0,0,60
4,26,0,60,0,75,75,0,2,22
4,27,0,22,0,40,-35,0,2,2
4,28,0,2,1,50,10,0,2,22
4,29,0,22,1,100,50,1,1,66
5,30,0,66,0,0,-100,0,0,60
5,31,0,60,0,60,60,0,2,27
5,32,0,27,1,30,-30,0,2,37
5,33,0,37,1,25,-5,0,2,2
5,34,0,2,0,60,35,0,2,72
5,35,0,72,1,50,-10,0,2,22
5,36,0,22,1,50,0,0,3,58
5,37,0,58,1,100,50,1,0,65
1,38,0,65,0,0,-100,0,1,1
1,39,0,1,0,75,75,0,1,76
1,40,0,76,0,75,0,0,2,2
1,41,0,2,1,25,-50,0,1,21
1,42,0,21,1,50,25,0,2,2
1,43,0,2,0,60,10,0,2,22
1,44,0,22,1,75,15,0,1,66
1,45,0,66,1,100,25,1,1,21
1,46,0,21,0,75,-25,0,2,57
1,47,0,57,0,75,0,0,3,58
1,48,0,58,0,75,0,0,2,57
1,49,0,57,1,100,25,1,1,66
3,50,0,66,0,0,-100,0,0,60
3,51,0,60,0,60,60,0,2,22
3,52,0,22,1,10,-50,0,2,47
3,53,0,47,0,50,40,0,3,3
3,54,0,3,0,25,-25,0,2,2
3,55,0,2,1,50,25,0,2,22
3,56,0,22,1,50,0,0,2,47
3,57,0,47,0,40,-10,0,2,2
3,58,0,2,0,50,10,0,2,27
3,59,0,27,0,50,0,0,2,2
3,60,0,2,0,60,10,0,3,58
3,61,0,58,0,75,15,0,2,2
4,62,0,2,0,0,-75,0,0,60
4,63,0,60,0,75,75,0,3,8
4,64,0,8,1,75,0,0,2,2
4,65,0,2,0,50,-25,0,2,12
4,66,0,12,0,40,-10,0,3,13
4,67,0,13,1,40,0,0,2,2
4,68,0,2,1,75,35,0,2,27
4,69,0,27,0,50,-25,0,3,8
4,70,0,8,0,40,-10,0,3,58
4,71,0,58,1,100,60,1,1,66
5,72,0,66,0,0,-100,0,0,60
5,73,0,60,0,50,50,0,3,3
5,74,0,3,1,40,-10,0,2,2
5,75,0,2,0,25,-15,0,2,47
5,76,0,47,1,50,25,0,2,22
5,77,0,22,0,30,-20,0,3,8
5,78,0,8,1,50,20,0,2,77
5,79,0,77,1,100,50,1,1,21
5,80,0,21,1,75,-25,0,2,2
5,81,0,2,1,100,25,1,1,6
5,82,0,6,1,100,0,1,0,65
2,83,0,65,0,0,-100,0,0,60
2,84,0,60,0,40,40,0,2,22
2,85,0,22,0,40,0,0,2,22
2,86,0,22,0,25,-15,0,2,12
2,87,0,12,0,50,25,0,3,13
2,88,0,13,1,50,0,0,2,27
3,89,0,27,0,0,-50,0,0,60
3,90,0,60,0,40,40,0,2,2
3,91,0,2,0,50,10,0,3,28
3,92,1,28,1,100,50,1,1,71
1,1,0,0,0,0,0,0,1,1
1,2,0,1,1,75,75,0,2,7
1,3,1,7,1,100,25,1,0,65
2,1,0,0,0,0,0,0,1,1
2,2,0,1,1,40,40,0,3,13
2,3,1,13,1,100,60,1,0,70
3,1,0,0,0,0,0,0,1,1
3,2,0,1,1,50,50,0,2,2
3,3,0,2,1,100,50,1,1,6
3,4,0,6,0,40,-60,0,2,2
3,5,0,2,1,100,60,1,1,6
3,6,1,6,0,25,-75,0,3,3
1,1,0,0,0,0,0,0,0,60
1,2,0,60,0,75,75,0,2,2
1,3,0,2,0,40,-35,0,2,27
1,4,0,27,1,90,50,0,3,58
2,5,0,58,0,0,-90,0,0,60
2,6,0,60,0,25,25,0,2,22
2,7,0,22,1,50,25,0,2,37
2,8,0,37,1,75,25,0,3,58
2,9,1,58,1,75,0,0,2,72
3,1,0,0,0,0,0,0,0,60
3,2,0,60,0,75,75,0,2,27
3,3,0,27,0,50,-25,0,3,3
3,4,0,3,0,25,-25,0,3,48
3,5,0,48,0,25,0,0,3,58
3,6,0,58,0,50,25,0,3,58
4,7,0,58,0,0,-50,0,0,60
4,8,0,60,0,75,75,0,3,3
4,9,0,3,0,50,-25,0,3,28
4,10,1,28,1,100,50,1,0,65
5,1,0,0,0,0,0,0,0,60
5,2,0,60,1,75,75,0,2,2
5,3,0,2,0,10,-65,0,2,47
5,4,0,47,1,75,65,0,3,58
1,5,0,58,0,0,-75,0,0,60
1,6,0,60,0,50,50,0,2,22
1,7,0,22,0,50,0,0,3,3
1,8,0,3,1,75,25,0,2,2
1,9,0,2,0,50,-25,0,3,58
1,10,1,58,0,75,25,0,3,58
2,1,0,0,0,0,0,0,0,60
2,2,0,60,0,75,75,0,2,22
2,3,0,22,0,50,-25,0,3,13
2,4,1,13,1,100,50,1,1,56
3,1,0,0,0,0,0,0,0,60
3,2,0,60,0,75,75,0,2,22
3,3,0,22,0,50,-25,0,3,3
3,4,0,3,0,75,25,0,2,7
3,5,1,7,1,100,25,1,1,56
4,1,0,0,0,0,0,0,0,60
4,2,0,60,0,75,75,0,3,28
4,3,0,28,1,75,0,0,2,2
4,4,1,2,1,100,25,1,2,57
5,1,0,0,0,0,0,0,0,60
5,2,0,60,0,60,60,0,2,22
5,3,0,22,1,90,30,0,2,2
5,4,1,2,1,100,10,1,1,66
3,1,0,0,0,0,0,0,1,1
3,2,0,1,1,100,100,1,1,6
3,3,1,6,1,100,0,1,0,65
4,1,0,0,0,0,0,0,1,1
4,2,0,1,1,100,100,1,0,65
4,3,1,65,1,100,0,1,0,65
1,1,0,0,0,0,0,0,0,60
1,2,0,60,0,75,75,0,2,2
1,3,1,2,1,100,25,1,1,66
3,1,0,0,0,0,0,0,0,60
3,2,0,60,1,75,75,0,2,2
3,3,0,2,0,50,-25,0,2,12
3,4,0,12,0,50,0,0,2,2
3,5,0,2,0,40,-10,0,2,27
3,6,0,27,1,50,10,0,2,2
3,7,0,2,0,50,0,0,3,58
3,8,0,58,1,90,40,0,2,2
3,9,0,2,0,50,-40,0,2,2
4,10,0,2,0,0,-50,0,0,60
4,11,0,60,0,50,50,0,3,13
4,12,0,13,1,25,-25,0,2,17
4,13,0,17,0,50,25,0,3,13
4,14,0,13,1,75,25,0,2,2
5,15,0,2,0,0,-75,0,0,60
5,16,0,60,0,50,50,0,2,2
5,17,0,2,1,50,0,0,2,2
5,18,0,2,1,50,0,0,2,2
2,19,0,2,0,0,-50,0,1,46
2,20,0,46,0,75,75,0,3,58
2,21,0,58,1,25,-50,0,3,3
3,22,0,3,0,0,-25,0,0,0
3,23,0,0,0,30,30,0,2,12
3,24,0,12,1,50,20,0,2,47
3,25,0,47,1,75,25,0,1,76
5,26,0,76,0,0,-75,0,1,21
5,27,0,21,0,50,50,0,3,58
5,28,0,58,1,75,25,0,2,47
1,29,0,47,0,0,-75,0,0,60
1,30,0,60,0,50,50,0,3,3
1,31,0,3,1,50,0,0,2,2
1,32,0,2,1,75,25,0,2,2
1,33,0,2,1,100,25,1,1,66
2,34,0,66,0,0,-100,0,0,60
2,35,0,60,0,25,25,0,2,22
2,36,0,22,1,10,-15,0,1,1
2,37,0,1,1,50,40,0,3,3
2,38,0,3,0,40,-10,0,3,3
2,39,0,3,0,30,-10,0,3,58
2,40,0,58,1,50,20,0,3,3
2,41,0,3,0,25,-25,0,2,7
2,42,0,7,1,50,25,0,3,58
2,43,0,58,0,40,-10,0,2,27
2,44,1,27,1,75,35,1,2,7
3,1,0,0,0,0,0,0,0,60
3,2,0,60,1,40,40,0,2,2
3,3,0,2,0,25,-15,0,3,3
3,4,0,3,1,50,25,0,2,2
3,5,0,2,1,100,50,1,1,71
4,6,0,71,0,0,-100,0,0,60
4,7,0,60,0,75,75,0,2,2
4,8,0,2,0,10,-65,0,3,58
4,9,0,58,1,10,0,0,3,13
4,10,0,13,0,25,15,0,2,27
4,11,0,27,1,25,0,0,2,2
4,12,0,2,1,25,0,0,2,2
4,13,0,2,1,50,25,0,2,2
4,14,0,2,1,75,25,0,2,2
4,15,0,2,1,100,25,1,0,65
5,16,0,65,0,0,-100,0,0,60
5,17,0,60,0,40,40,0,3,13
5,18,0,13,1,25,-15,0,2,2
5,19,0,2,0,25,0,0,3,58
5,20,0,58,1,25,0,0,2,12
5,21,0,12,0,25,0,0,3,58
5,22,0,58,1,75,50,0,2,2
5,23,0,2,1,100,25,1,1,66
1,24,0,66,0,0,-100,0,0,60
1,25,0,60,0,75,75,0,3,3
1,26,1,3,1,100,25,1,1,71
2,1,0,0,0,0,0,0,0,60
2,2,0,60,0,50,50,0,2,12
2,3,0,12,1,50,0,0,3,58
2,4,1,58,1,100,50,1,0,70
5,1,0,0,0,0,0,0,0,60
5,2,0,60,0,50,50,0,2,2
5,3,0,2,1,75,25,0,3,13
5,4,0,13,1,25,-50,0,2,2
5,5,1,2,1,100,75,1,1,66
2,1,0,0,0,0,0,0,0,60
2,2,0,60,0,75,75,0,3,3
2,3,0,3,0,50,-25,0,3,3
2,4,0,3,1,50,0,0,2,2
2,5,0,2,1,75,25,0,2,2
2,6,0,2,1,100,25,1,0,65
3,7,0,65,0,0,-100,0,0,60
3,8,0,60,0,60,60,0,2,2
3,9,0,2,1,75,15,0,3,3
3,10,0,3,1,75,0,0,2,2
3,11,0,2,1,90,15,1,2,2
1,12,0,2,0,0,-90,0,0,60
1,13,0,60,0,50,50,0,2,2
1,14,0,2,1,75,25,0,2,7
1,15,0,7,0,50,-25,0,3,13
1,16,0,13,1,75,25,0,2,2
4,17,0,2,0,0,-75,0,1,1
4,18,0,1,0,40,40,0,2,2
4,19,0,2,0,25,-15,0,2,12
4,20,0,12,0,50,25,0,2,27
4,21,0,27,0,25,-25,0,2,37
4,22,0,37,1,50,25,0,2,2
4,23,0,2,0,50,0,0,3,3
4,24,0,3,1,50,0,0,2,12
4,25,0,12,0,50,0,0,3,58
1,26,0,58,0,0,-50,0,0,60
1,27,0,60,0,50,50,0,2,27
1,28,0,27,0,60,10,0,2,22
1,29,0,22,1,75,15,0,2,22
1,30,1,22,1,100,25,1,1,6
5,1,0,0,0,0,0,0,0,60
5,2,0,60,0,50,50,0,2,12
5,3,0,12,1,25,-25,0,2,2
5,4,0,2,0,50,25,0,3,58
5,5,0,58,1,30,-20,0,3,58
5,6,1,58,1,100,70,1,2,2
1,1,0,0,0,0,0,0,0,60
1,2,0,60,0,40,40,0,3,3
1,3,0,3,1,50,10,0,3,13
1,4,0,13,1,25,-25,0,3,13
1,5,0,13,1,50,25,0,2,2
1,6,0,2,1,40,-10,0,2,22
1,7,0,22,0,40,0,0,2,2
1,8,0,2,0,25,-15,0,3,13
1,9,0,13,0,40,15,0,2,12
1,10,0,12,0,50,10,0,3,13
1,11,0,13,1,75,25,0,3,3
1,12,0,3,0,40,-35,0,2,77
1,13,0,77,1,75,35,0,2,27
1,14,0,27,1,75,0,0,3,58
1,15,0,58,1,100,25,1,0,70
2,16,0,70,0,0,-100,0,0,60
2,17,0,60,0,75,75,0,2,27
2,18,0,27,1,25,-50,0,2,37
2,19,0,37,1,40,15,0,3,3
2,20,0,3,1,40,0,0,2,27
2,21,0,27,0,50,10,0,3,3
2,22,0,3,1,50,0,0,2,22
2,23,0,22,1,75,25,0,2,2
2,24,0,2,1,75,0,0,2,7
2,25,0,7,0,75,0,0,2,7
2,26,0,7,0,75,0,0,2,57
2,27,0,57,1,100,25,1,1,21
3,28,0,21,0,0,-100,0,0,60
3,29,0,60,0,25,25,0,2,22
3,30,0,22,0,50,25,0,2,12
3,31,0,12,0,10,-40,0,3,58
3,32,0,58,0,50,40,0,2,2
3,33,0,2,0,60,10,0,2,22
3,34,0,22,1,10,-50,0,1,36
3,35,0,36,0,50,40,0,2,42
3,36,0,42,0,40,-10,0,3,13
3,37,0,13,0,40,0,0,3,58
3,38,0,58,1,100,60,1,0,65
4,39,0,65,0,0,-100,0,0,60
4,40,0,60,0,75,75,0,3,13
4,41,0,13,0,75,0,0,3,13
4,42,0,13,0,50,-25,0,2,27
4,43,0,27,0,50,0,0,3,13
4,44,0,13,0,50,0,0,3,58
4,45,0,58,1,75,25,0,3,3
4,46,0,3,0,75,0,0,3,58
5,47,0,58,0,0,-75,0,0,60
5,48,0,60,0,75,75,0,2,2
5,49,0,2,1,50,-25,0,3,58
5,50,0,58,0,25,-25,0,3,13
5,51,0,13,1,25,0,0,2,2
5,52,0,2,1,35,10,0,2,2
5,53,0,2,1,100,65,1,1,66
1,54,0,66,0,0,-100,0,0,60
1,55,0,60,0,50,50,0,2,27
1,56,0,27,1,25,-25,0,2,47
1,57,0,47,0,40,15,0,3,13
1,58,0,13,1,25,-15,0,2,47
1,59,0,47,1,100,75,1,2,57
1,60,0,57,1,100,0,1,1,1
1,61,0,1,1,100,0,1,0,65
2,62,0,65,0,0,-100,0,0,60
2,63,0,60,0,50,50,0,3,3
2,64,0,3,1,50,0,0,1,1
2,65,0,1,1,75,25,0,2,72
2,66,0,72,1,100,25,1,0,65
3,67,0,65,0,0,-100,0,0,60
3,68,0,60,0,25,25,0,2,27
3,69,0,27,0,50,25,0,2,27
3,70,0,27,1,50,0,0,3,3
3,71,0,3,1,25,-25,0,2,47
3,72,0,47,1,50,25,0,2,37
3,73,0,37,0,25,-25,0,3,58
3,74,0,58,0,50,25,0,3,48
3,75,0,48,0,30,-20,0,3,3
3,76,0,3,1,0,-30,0,1,46
3,77,0,46,0,25,25,0,3,3
3,78,0,3,0,25,0,0,2,27
3,79,0,27,1,75,50,0,3,48
3,80,0,48,1,75,0,1,1,71
4,81,0,71,0,0,-75,0,0,60
4,82,0,60,0,75,75,0,2,27
4,83,0,27,1,75,0,0,2,2
4,84,0,2,1,50,-25,0,2,47
4,85,0,47,0,50,0,0,3,58
4,86,0,58,0,50,0,0,2,22
4,87,0,22,1,25,-25,0,1,36
4,88,0,36,0,25,0,0,3,58
4,89,0,58,1,100,75,1,1,46
4,90,0,46,1,100,0,1,1,71
5,91,0,71,0,0,-100,0,0,60
5,92,0,60,0,50,50,0,2,27
5,93,0,27,1,25,-25,0,2,47
5,94,0,47,0,25,0,0,2,2
5,95,0,2,1,50,25,0,2,47
5,96,0,47,0,40,-10,0,3,58
5,97,0,58,1,50,10,0,2,22
5,98,0,22,1,75,25,0,2,47
5,99,1,47,1,100,25,1,0,65
1,1,0,0,0,0,0,0,1,21
1,2,0,21,1,50,50,0,2,2
1,3,0,2,1,75,25,0,2,2
1,4,0,2,0,50,-25,0,3,28
1,5,0,28,0,75,25,0,3,58
1,6,0,58,1,100,25,1,0,65
2,7,0,65,0,0,-100,0,1,21
2,8,0,21,1,40,40,0,2,2
2,9,0,2,0,50,10,0,3,58
2,10,0,58,1,50,0,0,3,3
2,11,0,3,0,40,-10,0,3,28
2,12,1,28,1,100,60,1,1,46
3,1,0,0,0,0,0,0,0,20
3,2,0,20,0,50,50,0,2,27
3,3,0,27,1,75,25,0,3,8
3,4,1,8,1,100,25,1,1,56
4,1,0,0,0,0,0,0,1,1
4,2,0,1,1,100,100,1,1,56
4,3,0,56,0,75,-25,0,2,57
4,4,1,57,1,75,0,1,2,57
5,1,0,0,0,0,0,0,1,1
5,2,0,1,0,20,20,0,2,27
5,3,0,27,1,10,-10,0,1,36
5,4,0,36,0,25,15,0,2,27
5,5,0,27,0,25,0,0,3,58
5,6,0,58,0,50,25,0,3,58
5,7,0,58,0,25,-25,0,3,58
5,8,0,58,1,25,0,0,2,2
5,9,0,2,1,75,50,0,2,57
5,10,0,57,0,75,0,0,3,58
5,11,0,58,0,75,0,0,3,58
5,12,0,58,0,75,0,0,3,58
5,13,1,58,1,100,25,1,1,66
1,1,0,0,0,0,0,0,0,60
1,2,0,60,0,50,50,0,2,12
1,3,0,12,1,50,0,0,2,2
1,4,0,2,1,25,-25,0,3,3
1,5,0,3,1,50,25,0,2,2
1,6,0,2,1,75,25,0,2,2
1,7,0,2,1,75,0,0,2,2
1,8,1,2,1,100,25,1,1,46
2,1,0,0,0,0,0,0,0,60
2,2,0,60,0,60,60,0,2,2
2,3,0,2,1,75,15,0,3,8
2,4,0,8,1,20,-55,0,2,2
2,5,0,2,1,25,5,0,2,2
2,6,0,2,1,40,15,0,2,2
2,7,0,2,0,50,10,0,2,27
2,8,0,27,0,25,-25,0,2,2
2,9,0,2,1,50,25,0,2,2
2,10,0,2,1,75,25,0,2,2
4,11,0,2,0,0,-75,0,0,60
4,12,0,60,0,30,30,0,2,12
4,13,1,12,1,100,70,1,2,57
1,1,0,0,0,0,0,0,0,60
1,2,0,60,0,50,50,0,3,13
1,3,1,13,1,50,0,0,3,73
2,1,0,0,0,0,0,0,0,60
2,2,0,60,0,50,50,0,2,2
2,3,0,2,1,50,0,0,3,13
2,4,0,13,0,50,0,0,3,58
3,5,0,58,0,0,-50,0,0,60
3,6,0,60,0,100,100,1,1,1
3,7,1,1,1,100,0,1,0,65
4,1,0,0,0,0,0,0,0,60
4,2,0,60,0,50,50,0,2,27
4,3,0,27,0,50,0,0,2,2
4,4,0,2,1,75,25,0,3,58
4,5,0,58,0,50,-25,0,3,13
5,6,0,13,0,0,-50,0,0,60
5,7,0,60,0,50,50,0,2,2
5,8,1,2,1,100,50,1,0,65
2,1,0,0,0,0,0,0,0,75
2,2,0,75,0,40,40,0,2,27
2,3,0,27,1,25,-15,0,2,47
2,4,0,47,1,75,50,0,3,48
2,5,0,48,1,50,-25,0,3,58
2,6,0,58,0,75,25,0,2,57
2,7,0,57,0,75,0,0,2,7
2,8,0,7,1,100,25,1,1,46
4,9,0,46,0,0,-100,0,1,21
4,10,0,21,1,75,75,0,2,47
4,11,0,47,1,25,-50,0,2,47
4,12,0,47,1,50,25,0,3,3
4,13,0,3,0,50,0,0,3,3
4,14,0,3,0,25,-25,0,3,48
4,15,0,48,1,40,15,0,2,77
4,16,0,77,1,50,10,0,2,2
5,17,0,2,0,0,-50,0,1,21
5,18,0,21,1,75,75,0,3,13
5,19,1,13,1,100,25,1,0,65
1,1,0,0,0,0,0,0,0,60
1,2,0,60,0,75,75,0,3,13
1,3,0,13,1,100,25,1,0,65
2,4,0,65,0,0,-100,0,1,1
2,5,0,1,1,75,75,0,2,2
2,6,0,2,1,100,25,1,1,66
2,7,0,66,0,75,-25,0,3,13
2,8,0,13,1,75,0,0,2,2
2,9,0,2,1,50,-25,0,2,37
2,10,0,37,1,40,-10,0,2,2
2,11,0,2,1,75,35,0,2,2
2,12,1,2,1,100,25,1,1,71
3,1,0,0,0,0,0,0,0,60
3,2,0,60,0,50,50,0,2,2
3,3,0,2,0,25,-25,0,2,42
3,4,0,42,1,50,25,0,2,2
3,5,0,2,1,75,25,0,2,2
3,6,0,2,0,50,-25,0,2,2
3,7,0,2,1,50,0,0,3,13
3,8,0,13,1,100,50,1,0,70
4,9,0,70,0,0,-100,0,1,1
4,10,0,1,1,50,50,0,2,2
4,11,0,2,1,50,0,0,2,2
4,12,1,2,1,100,50,1,0,65
5,1,0,0,0,0,0,0,1,21
5,2,0,21,1,25,25,0,2,2
5,3,0,2,1,25,0,0,2,2
5,4,0,2,1,75,50,0,2,2
5,5,0,2,0,20,-55,0,3,3
5,6,0,3,1,50,30,0,2,2
5,7,1,2,1,100,50,1,1,66
1,1,0,0,0,0,0,0,0,60
1,2,0,60,0,50,50,0,2,2
1,3,0,2,1,25,-25,0,2,2
1,4,0,2,1,25,0,0,3,3
1,5,0,3,1,50,25,0,2,77
1,6,0,77,1,25,-25,0,2,2
1,7,0,2,0,40,15,0,3,58
1,8,0,58,1,100,60,1,2,2
1,9,1,2,1,100,0,1,0,65
2,1,0,0,0,0,0,0,0,60
2,2,0,60,0,25,25,0,1,76
2,3,0,76,1,25,0,0,2,2
2,4,0,2,1,75,50,0,2,72
2,5,0,72,0,50,-25,0,2,27
2,6,0,27,1,25,-25,0,2,2
2,7,0,2,0,25,0,0,3,13
2,8,0,13,1,25,0,0,2,47
2,9,0,47,1,75,50,0,3,73
2,10,1,73,1,100,25,1,0,65
3,1,0,0,0,0,0,0,0,60
3,2,0,60,0,50,50,0,3,13
3,3,0,13,1,75,25,0,3,3
3,4,0,3,1,75,0,0,3,8
3,5,0,8,0,50,-25,0,2,72
3,6,0,72,0,50,0,0,3,58
3,7,0,58,1,75,25,0,4,54
3,8,0,54,0,75,0,1,2,57
3,9,0,57,1,100,25,1,0,65
3,10,0,65,1,100,0,1,0,65
4,11,0,65,0,0,-100,0,0,60
4,12,0,60,0,50,50,0,2,27
4,13,0,27,0,50,0,0,2,12
4,14,0,12,0,50,0,0,3,58
4,15,0,58,0,25,-25,0,4,59
4,16,0,59,1,25,0,0,2,2
4,17,0,2,0,25,0,0,2,77
4,18,0,77,0,30,5,0,3,58
4,19,0,58,1,50,20,0,3,58
4,20,0,58,1,75,25,0,3,58
4,21,0,58,1,100,25,1,0,65
5,22,0,65,0,0,-100,0,0,60
5,23,0,60,0,0,0,0,0,75
5,24,0,75,0,25,25,0,2,2
5,25,0,2,0,50,25,0,3,13
5,26,0,13,1,10,-40,0,2,2
5,27,0,2,0,75,65,0,3,58
5,28,0,58,0,50,-25,0,2,57
5,29,0,57,1,50,0,0,3,58
5,30,1,58,1,75,25,0,2,72
1,1,0,0,0,0,0,0,0,60
1,2,0,60,0,60,60,0,2,27
1,3,0,27,1,75,15,0,2,2
1,4,0,2,1,75,0,0,3,58
1,5,0,58,0,75,0,0,3,3
1,6,0,3,1,50,-25,0,3,58
1,7,0,58,1,75,25,0,3,58
1,8,1,58,1,90,15,0,3,58
2,1,0,0,0,0,0,0,0,60
2,2,0,60,1,75,75,0,2,27
2,3,0,27,0,50,-25,0,3,3
2,4,0,3,1,100,50,1,1,46
3,5,0,46,0,0,-100,0,0,60
3,6,0,60,0,50,50,0,2,27
3,7,0,27,0,40,-10,0,2,12
3,8,1,12,1,100,60,1,1,56
4,1,0,0,0,0,0,0,0,60
4,2,0,60,0,75,75,0,2,27
4,3,0,27,1,75,0,0,3,3
4,4,1,3,1,100,25,1,1,46
5,1,0,0,0,0,0,0,0,60
5,2,0,60,1,75,75,0,2,27
5,3,1,27,1,100,25,1,1,6
1,1,0,0,0,0,0,0,0,60
1,2,0,60,0,60,60,0,2,2
1,3,1,2,1,100,40,1,0,65
2,1,0,0,0,0,0,0,0,60
2,2,0,60,1,75,75,0,2,2
2,3,1,2,1,75,0,0,2,72
3,1,0,0,0,0,0,0,0,60
3,2,0,60,0,50,50,0,3,13
3,3,0,13,0,50,0,0,3,58
3,4,0,58,1,75,25,0,3,58
3,5,0,58,1,100,25,1,0,65
4,6,0,65,0,0,-100,0,0,60
4,7,0,60,0,50,50,0,3,13
4,8,1,13,1,100,50,1,0,65
5,1,0,0,0,0,0,0,0,60
5,2,0,60,0,75,75,0,3,3
5,3,0,3,1,75,0,0,2,47
5,4,0,47,0,25,-50,0,3,58
5,5,0,58,0,50,25,0,2,22
5,6,0,22,1,25,-25,0,1,21
5,7,0,21,0,50,25,0,3,58
